Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zillow,Z, WA,Seattle,"January 2, 2021",,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,Current,,,, Pricing Analyst ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Phone , fitness membership and transportation fees to work are reimbursed monthly","Salaries are not competitive. The company is cheap and offers no end of year bonuses, unlike every other company in this industry. HR is a joke and are useless. You're belittled by upper management and not given assistance to develop. You usually aren't able to use your time off when it matters the most, ex: holidays.","Change the following: Management is based on politics, not what you contribute or how you treat employees. Zillow projects itself to be an ""all inclusive, great environment for all people of diverse back-rounds to work for,"" when in reality this couldn't be further from the truth. NO diversity in leadership roles. The work environment is toxic, Zillow has been sued and is currently being sued for their discriminatory behavior towards employees. You're banned and prohibited from leaving honest reviews (required to sign non disclosures agreeing to only leave positive reviews or no reviews at all), which is why online reviews are not accurate of a true representation of what it is like to work at Zillow. The company entices you to join with them by offering you stocks that you'll never have access to (until 5-10 years go by, if you're still there.) Turn over rates are very high, people don't stay very long. Raises are low and few, even though its a billion dollar industry, the company is cheap."
Zillow,Z, WA,Seattle,"March 16, 2021",,(2),3.0,2.0,2.0,2.0,3.0,4.0,2.0,Former,,,,, Renovation Estimator,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,less than a year,,,,,,The pay and benefits are good.,Field locations are still dominated by hetero-cis males. Zillow inclusiveness only exists in main office locations. If your boss in the field says you are not doing right. It is your word against theirs. Zillow believes them,Make sure people reporting to HR because they feel unsafe are not fired one month later.
Zillow,Z, WA,Seattle,"March 14, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Former,,Intern,,, Software Engineer Intern,"Recommends, Approves of CEO",,,less than a year,,,,,,Nice working environment. Great company culture.,I do not like elevators.,None
Zillow,Z, WA,Seattle,"March 10, 2021",,(1),5.0,,,,,,,,Current,,,, Enterprise Sales Executive,NULL,full time,,,,,,,,Strong team collaboration and assistance,Sometimes there is a trend of micromanagement,None
Zillow,Z, WA,Seattle,"February 16, 2021",,,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,Current,,,, Senior Project Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,The work-life balance here is pretty great (depending on the team your on) and the company has been making a lot of moves to make the working-from-home conundrum a little more bearable.,"As any place, the team you're on can make or break a work situation. Some leadership seems to be in place by popularity rather than actual merit, but that's a very select few I've come across.",None
Zillow,Z, WA,Seattle,"October 16, 2020",,(1),5.0,5.0,3.0,3.0,4.0,5.0,2.0,Former,,,,, Technical Support Representative,"Recommends, Neutral Outlook, Approves of CEO",full time,,,More than a year,,,,,"If you seek it, you'll get all the tools and resources you need. Not always the best but if you have a good head on your shoulders and have a good focus, great people and great teams.","Poor leadership by my direct leads/managers. They showed too much focus on personalities and not on performance.   Did not balance this well and was demonstrated on numerous occasions when individuals that leadership liked for their personalities, outweighed the issues that affected the whole team.","I was reminded in meeting all the time on the ""business impact"". The clients and the partners are the business, so my focus was always what can I do for my customers and how can I do that without hurting my brand or company. "
Zillow,Z, WA,Seattle,"March 11, 2021",,(1),5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Software Development Engineer (SDE) ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,Best company to work for,No cons as such.Company is great,None
Zillow,Z, WA,Seattle,"March 4, 2021",,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,Current,,,," Team Lead, Customer Care","Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Great culture, people, and benefits! Amazing work-life balance.",Nothing that I can think of.,Keep doing what you're doing and taking your teams opinions and perspectives into account.
Zillow,Z, WA,Seattle,"February 7, 2021",,(4),3.0,2.0,4.0,4.0,4.0,4.0,1.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,Our people and culture are mostly world class. We have resources galore and benefits most only dream of. Our executive leaders are top notch geniuses. There are so many positives to working here.,"Leaders need more training and accountability. Due to toxic leadership I’ve suffered several health problems, and I know I’m not alone in my experiences. Most of our leaders are incredible, but some only care about attempting to climb the cooperate ladder and will step on anyone to get there.",Several teams utilize a call recording system to allow management to coach their teams. I believe that managers would also benefit from having their team meetings and employee one on ones recorded so their leaders can help them be more effective.
Zillow,Z, WA,Seattle,"March 1, 2021",,,5.0,4.0,5.0,3.0,4.0,5.0,3.0,Former,,,,, Design Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Smart people, great perks, good culture, visionary C-suite execs","As per the headline, they struggle to find decent middle management, at least in the NYC office.",None
Zillow,Z, WA,Seattle,"March 17, 2021",,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,Current,,,, Business Operations Specialist,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,I have really enjoyed being a part of ZillowGroup in my current role. The leadership is great and the company direction is clear.,There are many lines of business that operate in separate silos.,Keep doing a great job!
Zillow,Z, WA,Seattle,"September 3, 2020",,(1),5.0,5.0,5.0,,5.0,4.0,5.0,,Current,,,, Account Executive,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"When I first started at Zillow I didn't really understand or grasp the day to day activities of what I would be doing. It is a grind. It isn't easy. You are calling 100's of Real Estate Agents across the country trying to help them build and grow their business. The other issue is that Zillow is the biggest and baddest player in the market so there are pre-conceived notions when it comes to that and building an entire industry from scratch. With that I love the challenge of engaging with agents helping them solve their problems and build their business by using Zillow as a medium to reach their customers in what ever way possible free or at cost. This company has given me the ability to provide for my family, a community to be a part of internally, and a place to both grow personally and professionally. I thank God every day for being blessed with such an opportunity and would tell anyone that they would be so blessed to be apart of this organization if they were offered to join as well.","Not much here beyond the little nitpicky things that you deal with internally at any organization. The who gets what, who's calling my account etc. The nice thing about Zillow is it's culture and people almost always do the right thing. If you don't your ousted pretty quickly.",None
Zillow,Z, WA,Seattle,"March 9, 2021",,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,Current,,,, Accounting Manager,"Recommends, Positive Outlook",full time,,,,,More than 5 years,,,"- ownership of work - empowering, transparent and supportive managers  - challenging work - culture/people","- pay isn't the best at times, but are working on it","Instead of paying new hires the most in base salary, it should the most for employees who have been around the longest. Reward your loyal employees, who are also high performers, the most."
Zillow,Z, WA,Seattle,"March 16, 2021",,(1),4.0,4.0,5.0,5.0,3.0,5.0,2.0,Former,,,,, Sales Executive,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Great pay, benefits, and perks like food.","Constantly changing quotas, targets, prospects, and coworker's.","Don't make changes monthly, quarterly would be easier to adjust to."
Zillow,Z, WA,Seattle,"March 2, 2021",,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,Former,,,,, Connections Specialist,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,Very good culture and benefits,Hard to move to other teams,None
Zillow,Z, WA,Seattle,"February 25, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Software Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"Great people, competitive pay, strong core values, good work life balance","Still catching up on tech, disorganized access to information",None
Zillow,Z, WA,Seattle,"March 18, 2021",,(2),3.0,,,,,,,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook",full time,,,More than a year,,,,,A genuine commitment to diversity.,"The most political, back-stabby place I've worked. Glad to be gone.",None
Zillow,Z, WA,Seattle,"March 18, 2021",,,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,Current,,,, Software Development Engineer II ,"Recommends, Neutral Outlook, Approves of CEO",full time,,,,,,,,work life balance; project scope; small team environment; really great culture,management can get tricky; lack of support; blockers to move fast,None
Zillow,Z, WA,Seattle,"March 1, 2021",,,5.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,More than a year,,,,,Care about their people and clients!,Lots of flexibility in trajectory.,None
Zillow,Z, WA,Seattle,"February 20, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Partner Success Manager ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,The people at Zillow are among the best I’ve ever worked with.,"There’s a lot of change in the role every quarter, although that’s not necessarily a bad thing.",None
Zillow,Z, WA,Seattle,"February 25, 2021",,,5.0,5.0,4.0,5.0,5.0,4.0,3.0,Former,,,,, Premier Agent Concierge ,NULL,full time,,,,,,,,"Amazing benefits, great culture, and great offices",not ideal work hours due to coverage of website.,None
Zillow,Z, WA,Seattle,"February 20, 2021",,(1),5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Acquisitions Analyst ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Love the culture and rare level of comradery that exists at this company and department.,The work can get repetitive.,None
Zillow,Z, WA,Seattle,"February 13, 2021",,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Great people, good working environment.",Compensation could be a lot better. Role designation requiring living near the office for once a month required meetings.,Allow full WFH to all departments.
Zillow,Z, WA,Seattle,"February 25, 2021",,,5.0,,,,,,,,Current,Intern,,, Software Engineer(Internship),None,,,,,,,,,Generous pay and stipend for housing/office supplies,Slow to confirm team allocations,None
Zillow,Z, WA,Seattle,"February 9, 2021",,(1),5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Economist,"Recommends, Approves of CEO",full time,,less than a year,,,,,,"Great work life balance, excellent pay and benefits, ability for career progression, exciting and interesting work, great culture",I am hard pressed to think of a con,Keep doing what you are doing!
Zillow,Z, WA,Seattle,"February 17, 2021",,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,Current,,,, Software Development Engineer,None,full time,,,,More than 3 years,,,,Good work-life balance Transparent management Potential stock appreciation Permanently remote positions,Relatively slow pace in some teams that leads to slower technical growth for less proactive learner.,None
Zillow,Z, WA,Seattle,"February 21, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Sales Executive,NULL,full time,,,,,,,,"benefits, pay and the overall brand",remote work is hard for a competitive sales environment,none
Zillow,Z, WA,Seattle,"January 21, 2021",,(1),5.0,5.0,5.0,5.0,5.0,5.0,5.0,Former,,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Excellent benefits, great culture, interesting work, inspiring leadership, smart and kind people who really care about the work and about each other.",Only con I can list is that they didn’t embrace a WFH culture when I was there a few years back—which they now do. (And it’s awesome!),You’ve set the standard for creating an awesome workplace culture. Keep it up!
Zillow,Z, WA,Seattle,"February 13, 2021",,(1),3.0,5.0,3.0,3.0,2.0,4.0,2.0,Former,,,,, Market Analyst,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Good benefits, reasonable pay, quality teammates. This role leaves work at work, there's no need to think about it after 5pm.","Poor internal mobility, this is not a jumping off point to a career in analytics. Repetitive work, there's less critical thinking required than you'd expect for a role with 'analyst' in the title. Change is constant, but not all change in process / leadership / direction is progress.",Quit patting yourself on the back about supporting career development if you will roadblock your team at every opportunity.
Zillow,Z, WA,Seattle,"September 4, 2020",,(5),2.0,1.0,1.0,,4.0,3.0,2.0,,Current,,,, Principal Software Engineer,"Doesn't Recommend, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,* Most of the people I work with on a day to day are great * The scope of responsibility has given me career growth opportunities * Products we work on are generally user centric & making real estate better for consumers,"* Politics, politics everywhere! A day doesn't go by where some political statement is made by senior leadership or an event being held that's political in nature. Our all hands meetings are either entirely political, or mostly political. I'm burned out by it in my personal life, I don't need it in my professional life where it doesn't belong in the first place * The technology is insanely bad. One would think that a nationally recognized brand that is top of class would have good technology, or at least not bad technology. * Does not have good technical leadership, talent. There are certainly pockets of grade A engineers, but they seem few and far between. In addition, there doesn't ever seem to be technological advancements across the company. Status quo is perfectly acceptable at Zillow. It also seems that they push talented engineers out the door via their comp package, slow movement * 4 year signing bonus cliff is a killer of top talent & tribal knowledge. Review grants come nowhere near replacing signing bonus compensation, and most take a huge pay cut at the 4 year mark, or devalue their promotions/reviews of the past","Please leave the politics out of work. It's immensely distracting and polarizing. Your views don't represent the views of all of your employees and its frankly in poor taste. Your complaints about ""the unheard voices"" are hypocritical at best."
Zillow,Z, WA,Seattle,"February 16, 2021",,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Former,,,,, Marketing ,NULL,full time,,,,,,,,Nice but smart people; transparency in management; great benefit; caring culture;,Not that I could think of,None
Zillow,Z, WA,Seattle,"February 10, 2021",,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,Current,,,, Connections Associate,"Recommends, Positive Outlook",full time,,,More than a year,,,,,"Work from home, Technology and Tools needed to be successful are provided. Paid Holidays, Upward mobility encouraged",Heavily Task oriented and daily micromanagement at times.,Allow for more project driven behaviors
Zillow,Z, WA,Seattle,"March 10, 2021",,,4.0,4.0,5.0,4.0,5.0,3.0,4.0,,Current,,,, Trainer,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"can’t beat the culture, leaders genuinely care and lots of opportunities to grow",can be a big cliquey depending on the team that you’re on,None
Zillow,Z, WA,Seattle,"January 12, 2021",,,5.0,5.0,5.0,,5.0,5.0,4.0,Former,,,Contractor,, Anonymous Contractor,Recommends,,,,More than a year,,,,,They have a great work-life balance. Lunches are provided weekly. Full-time employees (not contractors) get 100% covered healthcare and free mental health services. Transparency between the employees and upper management is a core value. Inclusion is very important and they have a very high diversity score.,Contractors are often not eligible to participate in team-building exercises or other workplace events (i.e. joining Affinity Groups).,None
Zillow,Z, WA,Seattle,"January 24, 2021",,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,Current,,,, Industry Operations Team Leader,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Benefits package is really great. Insurance, equity, and retirement plan are pretty good!",Pay for anyone outside of a programmer or engineer is I bit low compared to other companies in Seattle,Please listen to individual contributors and help them achieve their career advancement goals.
Zillow,Z, WA,Seattle,"February 10, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Former,,,Contractor,, Contractor ,None,,,,,,,,,"Great team, amazing office space, tons of perks, good pay.",Clear difference between how full time and contract employees are treated.,None
Zillow,Z, WA,Seattle,"February 9, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,Current,,,, Business Consultant,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,Work from home and great support!,Inventory constraints in product you sell,Give more tools to sales to perform better
Zillow,Z, WA,Seattle,"February 9, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Sales Executive,"Recommends, Positive Outlook",full time,,less than a year,,,,,,Pros of being a sales executive,it is a hard situation with wfh,keep on encouraging us to work hard!
Zillow,Z, WA,Seattle,"February 10, 2021",,,5.0,,,,,,,,Current,,,, Acquisitions ,NULL,full time,,,,,,,,"Flexibility, coworkers, company culture are all great.",None. This is a great place to work.,None
Zillow,Z, WA,Seattle,"March 9, 2021",,(1),3.0,4.0,3.0,5.0,3.0,5.0,2.0,,Current,,,, Construction Superintendent,"Doesn't Recommend, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,pay is good and bonuses are good,management tends to be inexperienced,stop micro managment
Zillow,Z, WA,Seattle,"March 10, 2021",,,4.0,,,,,,,Former,,,,, Anonymous ,NULL,full time,,,,,,,,"Very innovative, people are talented",Moves a little slower compared to the other big tech,None
Zillow,Z, WA,Seattle,"March 10, 2021",,,4.0,1.0,5.0,5.0,4.0,4.0,4.0,,Current,,,, Business Consultant,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Takes care of us, benefits, culture",Sales feels like the step child sometimes,None
Zillow,Z, WA,Seattle,"March 1, 2021",,,4.0,,,,,,,Former,,,,, Strategy Analyst ,NULL,full time,,,,,,,,- great company culture - convenient office location - work is interesting - seems committed to diversity,- disorganized - leadership is constantly changing - culture is changing (not as laid back as before),None
Zillow,Z, WA,Seattle,"February 14, 2021",,(1),4.0,4.0,4.0,1.0,4.0,4.0,2.0,Former,,,,, Engineer,"Doesn't Recommend, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Fun culture, cool people, good compensation","Confused platform strategy, first line management struggles to provide good support, highly decentralized, lack of cohesive technology capabilities","Zillow's acquisitions have been great for business growth, but the lack of strong, central technical leadership add complexity and confusion to the underlying technology stack, slowing delivery and effectiveness"
Zillow,Z, WA,Seattle,"February 1, 2021",Covid_19,,4.0,5.0,5.0,5.0,3.0,4.0,4.0,,Current,,,, Senior Software Engineer ,"Recommends, Positive Outlook",full time,,,,,,,,"The majority of roles can be done remotely from anywhere in the U.S.A. and meetings are scheduled to accommodate a variety of timezones. Work/Life balance is better than most tech companies. Wellness benefits now allow for in-home fitness options, not just gym memberships.",Annual review ratings use a very coarse 3 point scale. This is doesn't provide the granularity needed for effective performance feedback.,Please continue with the innovative workplace policy changes. Things are on the right track!
Zillow,Z, WA,Seattle,"February 5, 2021",,,5.0,5.0,5.0,3.0,2.0,5.0,4.0,,Current,,,, Senior Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,"Good benefits, good salary, good executives",Some discrepancy between the different brands in terms of Engineering management.,None
Zillow,Z, WA,Seattle,"September 3, 2020",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Real Estate Transaction Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"Zillow truly lives by it's core values and encourages all employees to keep those top of mind in everything we do. It is a very inclusive environment with many committees to join and get involved even outside of the workspace. Personal and professional growth is encouraged with numerous courses and trainings available for all (at any level). Management works hard to improve and support their teams and encourages feedback. Great benefits. It feels like the company really cares about the well-being and health of it's people by offering additional days off to recharge and free resources for mental health. Even though it's a large company, we hear from the C-level execs and CEO on a regular basis. In being forced to have the majority of the company transition to WFH, they provided a lot of extra resources for employees to get comfortable and stay connected.","It is hard to know what your next steps could be in career development, with there being so many different orgs and opportunities. It's a very large company and if you don't work directly with certain teams or departments, you don't know what a lot of your fellow co-workers do. Continue reading",None
Zillow,Z, WA,Seattle,"February 2, 2021",,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,Current,,,, Sales Executive,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Great culture, benefits, stock options, pay",Lots of office politics in play,None
Zillow,Z, WA,Seattle,"January 26, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,," Sales Executive, Rentals","Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,-great WFH arrangement -strong leadership -good pay -best benefits ever,-not a lot of things to complain about -would like to be able to move to any of the 50 states,None
Zillow,Z, WA,Seattle,"January 17, 2021",,,4.0,5.0,4.0,4.0,3.0,4.0,4.0,Former,,Intern,,, Data Scientist,"Recommends, Neutral Outlook, Approves of CEO",,,,,,,,,"Overall work-life balance is okay. think about 40~50 hours per week. Many (not all) colleagues are nice and collaborative. You still learn many useful technologies (python, spark, ml, etc..) Permanent remote working can be good for parents, though young people lack opportunities to connect in the workplace.",Many 2020 summer interns haven't heard about any return decisions by December. It really sucks. Some hires in the team wouldn't be considered very fair. Certain director's work visions can be questionable.,Old employees (10 + years with the company) are not necessarily the best leaders. More mobility should be encouraged.
Zillow,Z, WA,Seattle,"February 3, 2021",,,5.0,,,,,,,Former,,Intern,,, Product Manager Intern,None,,,less than a year,,,,,,"Positive team attitude, collaborative people",I don't have any cons at this time.,None
Zillow,Z, WA,Seattle,"January 8, 2021",,,5.0,5.0,5.0,3.0,5.0,5.0,5.0,Former,,Intern,,, Software Engineering Intern,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,"- Most people were super friendly and collaborative. - The work was interesting and my team made use of the latest tech stack - Competitive pay - Passionate leaders, and employees",There's none I could think of.,I am returning as a new grad engineer and would love to see us continue following our values.
