Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
ZoomInfo,ZI, WA,Vancouver,"March 21, 2021",,,5.0,,5.0,,5.0,,5.0,,Current,,,, Current Tenured Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,"For context, I've been at ZoomInfo a few years now, so I've seen a great many things here in that timeframe. Use that as a reference point as you read this review.  High Standards - This IS a place where, should you come join us, you are expected to work extremely hard. However it's NOT hard work simply for the sake of working hard, but hard work because that IS what it takes to be number #1 in our industry. We are building a business that is growing at ~50% a year and doing so profitably. That doesn't just happen. It requires hiring smart people, challenging them with interesting work, giving them opportunities to succeed, and rewarding them for doing so. What that means practically is that we have high expectations for everyone here: ourselves, our peers, and our managers. I personally like that environment, but I realize it is not for everyone. However, in my mind, such an environment is certainly a PRO. I've been in a place that was not growing and where the culture was less energetic, and I would not go back to such a situation. It is much better to be at a place that is growing than one that is not.  Support - We also care about each other here. I have personally seen team members and executives step in with their personal money to help out an employee who suffered a near devastating tragedy. What really struck me was not necessarily that people chipped in, but that people who didn't even know this person chipped in, purely out of the goodness of their hearts. I will also say that, across multiple managers, I have always felt supported in my career and acknowledged for my contributions to my team and to the firm.   Opportunity - There are so many opportunities here. Related to my first point, our rate of growth affords us the luxury of constantly generating new roles and career opportunities as new challenges arise across the business every day. I literally have seen whole new teams spun up practically overnight to enable us to respond to market changes, just like I've seen dozens (yes, dozens) of new roles created in my time here as well. These new teams and roles provide a myriad of paths for people to take in the firm, and I've seen people accelerate their careers by doing so.   Career Growth - I can personally say that I am in a much better place career-wise than I was before I joined ZoomInfo. I feel as if this place is a ""finishing school"" for how to be a high performing SaaS company in our present day economy, and I am thankful to be a part of it. I personally know people who have left for other SaaS companies who have told us that what they learned here put them so far ahead of their peers in their new roles, which I think is one of the best compliments there is.  I will say in conclusion that I believe personal narratives are the gold standard for reviews such as these. As such, I have recommended to friends that they join this company (and they have), so hopefully that indicates that I am practicing what I am preaching.","We have flaws, just like everyone else.   Facilities - Our facilities are really not very nice. They certainly suffice, but I think we can be better than that. Though this might be less important in a more remote working world.   Workloads/stress - This is a corollary to the PRO I talked about above. We as a firm could probably be a bit more cognizant of the stresses people feel here, but I think to some extent it also what one signs up for. So this is probably more about making sure people understand that things will be intense here when they come onboard, so that they are not surprised when it actually occurs.",None
ZoomInfo,ZI, WA,Vancouver,"March 3, 2021",,(6),2.0,1.0,1.0,2.0,3.0,3.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Positive Outlook, Disapproves of CEO",full time,,less than a year,,,,,,"- In groups that are not Sales or Tech and Ops, there are good people building cool things. - Strong tech stack - Penchant for attracting wonderful and capable individual contributors - Currently a strong business environment","- I cannot emphasize this enough, be aware of what department you are interviewing for and talk privately with peers, ask about turnover and recent history. It will save you from some MAJOR headaches. - Authoritarian style leadership in some groups, not receptive to feedback or guidance. This comes from the top, so it's the rule, though there are wonderful exceptions. - Sales comes first, second, and third in all things. Some companies are run by their engineering department, some by their science/research departments, ZI is run with a mind-numbingly heavy hand by their sales department.","Sadly, if revenue is coming in the door, the will to change anything without some sort of legal ramification is near zero, and I think everyone understands that. It's tragic but most people these days are realists I think. I hope if the the recent Super Bowl taught us anything it's that losing good talent has consequences. So if I'm HR, I really try to find my backbone and broach what I see is inappropriate before more people suffer."
ZoomInfo,ZI, WA,Vancouver,"March 17, 2021",,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Business Operations Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Everyone is extremely passionate about what they do and the excitement is contagious - no two days are the same and the company is constantly growing and changing which people take pride in.   Senior leadership works very hard to make sure that people are recognized and rewarded for their efforts, employees are treated really well.   The onboarding process was very smooth and thorough, they make it very easy to get any resource I've needed.",I haven't run into any yet during my time here,None
ZoomInfo,ZI, WA,Vancouver,"March 17, 2021",,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,Current,,,, Sales ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"The culture at ZoomInfo is fast-paced, exciting, and collaborative. The only real constant is change and growth, everyone is constantly challenging and motivating each other to be better and because of that, we make a lot of changes when we find more efficient ways to do things. It's a fun place to work and our leadership team is absolutely incredible.","Because of all of the constant growth and change, it can be exhausting work but taking time off to recharge is encouraged.",None
ZoomInfo,ZI, WA,Vancouver,"October 20, 2020",,(3),5.0,3.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"I waited until I was 2 years in, so that I would have a good perspective to write something... and this company has significantly changed in that time... it has always been fast-paced (which I view as a good thing, but not everyone will), but I'm in awe of the agility and dynamism of the employees. The way that we solve problems and generate growth is constantly improving... and even people who did one thing one way 12 months ago, continue to grow and may have a completely different (and usually better) method now. It starts with each employee... and when you aggregate that across 1,500 employees, it is powerful.  I think that this is the real reason that ZoomInfo has been so successful... whether that is at bringing new people from acquired companies into the fold, or rolling out new products, or generating new sales, the ""improvement"" culture pervades everything.  I always used to think of great jobs as ""what can I learn for later in my career"" and ZoomInfo provides everyone who works here an environment where they don't just see what great it... they are expected to be great.","I think that the fast pace and focus on improvement isn't for everyone. In my opinion, everyone thinks that they want to be on a winning team... but you should really ask yourself: ""are you excited to put in the work to be better?"" ""are you willing to be uncomfortable and try new things?"" ""do you want people to challenge you on things that aren't great?"" ""are you willing to accept that good enough isn't really good enough?""  That is the culture. Some people will find it a positive... others won't.",None
ZoomInfo,ZI, WA,Vancouver,"February 20, 2021",Covid_19,Helpful,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,Current,,,, Account Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"I felt the need to write a review after reading some of the 1 and 2 star reviews on here. I have been with ZoomInfo for over 3 years and anyone who has actually had a job and career before ZoomInfo will tell you that hands down, ZoomInfo is one of the best companies to work for. Period. From supportive management, to people who actually care about the product they deliver, to growth opportunities. There is an abundance of training and access to as much knowledge as you want and need to do your job. And every single day, the company takes feedback and works to implement suggestions and fix issues. I just have never been happier at work.",I really do not have any.,"This is less for management and more people reading this. I will not dismiss any negative shaming culture that was mentioned by others as this has never happened to me and I do not want to degrade another's experience. I am sorry that happened; it just has not been my experience. But one thing ZoomInfo tries to do is hire people at all stages of their career. When you are young with little to no job experience outside of a part time college job or volunteer experience, and you want to be handled with kitten gloves, well we do not do that at ZoomInfo. At all levels, you are pushed to always be your best. That is not toxic, that is a sign of an amazing leadership team with a strong vision for continued growth. And it is why we are one heck of a sales and marketing organization. The complaints on hours in sales and the December drive forward tells me people writing these reviews clearly have never worked anywhere else. I have. Sales for almost 15 years. Sales is always what you put in. If you do not want to put in the effort, you are not the right fit for sales in general. This is not the company's fault; you need to evaluate yourself."
ZoomInfo,ZI, WA,Vancouver,"January 13, 2021",,(2),5.0,4.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Sales Development Representative (SDR),"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"If you are looking for a home where you can fully apply yourself, be surrounded by peers who also show up to give it their best every day, and reach new heights in your career, this is the place for you.   Having worked for a number of employers where you do not feel recognized or have any opportunity for growth no matter how well you do, it’s a breath of fresh air to be in a place where your efforts can translate to immediate growth and great money.   The company has ambitious plans for the future and it’s genuinely inspiring to be a part of.","Expect to work hard and commit hours commensurate of giving your all to learning and growing in your craft, if that sounds like a con for you, ZoomInfo probably isn’t for you.","Internal updates and communications can sometimes be less than ideal or slow, but nothing that is concerning or hindering"
ZoomInfo,ZI, WA,Vancouver,"March 5, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Customer Service ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,A true meritocracy where hard work is rewarded well. Been with the company for coming on three years and can't say enough great things about it! Could go on all day.,None come to mind. Truly an all-around great organization. This would only be a place you shouldn't work if you don't like showing up every day ready to work hard and then reaping the benefits that come with that hard work.,None
ZoomInfo,ZI, WA,Vancouver,"January 11, 2021",Covid_19,Helpful,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Customer Success Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"After getting laid off from my previous tech company due to COVID, I was so thankful to be scooped up by ZoomInfo!   It's truly the best company I've ever worked at. I'm grateful to be treated with respect and empathy while being a part of a team that is just as committed to my success as I am. They pay you fairly while welcoming earned growth within the company. They definitely take care of their own.  I've also pleasantly observed them taking a proactive approach to address a lot of the social issues in 2020+ as much as they can. They share and develop new resources regularly for those impacted by these crazy times.","Sometimes there are ""boy's club"" vibes. Also, if you aren't adaptable to new changes and challenges regularly, this is not the place for you.",None
ZoomInfo,ZI, WA,Vancouver,"March 25, 2021",,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,Current,,,, Product Marketing Manager ,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,ZI is easily the market leader in its category. Lots of momentum and innovation.,Not the place to work if you want to coast.,N/A
ZoomInfo,ZI, WA,Vancouver,"February 9, 2021",,(3),4.0,5.0,5.0,4.0,5.0,4.0,5.0,,Current,,,, Software Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,We have been at the forefront of our industry which has allowed me to gain exponential growth and experience over the years. Engineering is constantly pushing to learn new technologies and solve tough problems. Office perks has been getting better and better too.,"We consider ourselves a tech company but I feel like we aren't getting the same perks as other tech companies in the area like Hubspot and TripAdvisor when comparing paid holidays, 100% insurance coverage and pay.",None
ZoomInfo,ZI, WA,Vancouver,"December 21, 2020",,(7),4.0,1.0,3.0,5.0,3.0,4.0,2.0,Former,,,,, Senior Analyst,"Recommends, Neutral Outlook, Approves of CEO",full time,,,More than a year,,,,,The work place community is amazing and the benefits were pretty standard. The projects were always face paced and interesting. I loved being independent and responsible for my own quality.,"The people I reported to didn't see things the same way I did. After my manager left, quality was sacrificed and quantity became the major factor. I also dont feel as though I was ever given the praise I deserved. I worked hard for my team and the company I loved but a few people I reported to never seemed to like me for their own reasons. It was a lot like picking the right lunch table to sit at.",Spend less time on your social reputations and more time building confidence and respect with the people fighting for you in the trenches.
ZoomInfo,ZI, WA,Vancouver,"March 2, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,"Great company; great benefits and perks; strong managers; things improve constantly. Fast growth, lots of promotion opportunity.",Still a fairly new company (combination of ZoomInfo and DiscoverOrg in February 2019) so a lot of systems and processes are still young.,Keep investing behind your employees and the product.
ZoomInfo,ZI, WA,Vancouver,"February 8, 2021",Covid_19,Helpful,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,Current,,,, Learning and Development Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"A true team environment that values collaboration, innovation, and succeeds together.","Since we've had so much success working remotely, I wish that we would allow staff to choose fully remote work, even after the pandemic, and allow us to move out of some of the higher -priced metro areas and into smaller, more affordable towns.",None
ZoomInfo,ZI, WA,Vancouver,"March 25, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Research Analyst ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Culture is amazing and care about their employees!,No cons for me. N/A,None
ZoomInfo,ZI, WA,Vancouver,"January 14, 2021",,(2),5.0,2.0,5.0,,5.0,4.0,4.0,,Current,,,, Account Executive ,"Recommends, Positive Outlook",full time,,,,,More than 5 years,,,"The company truly offers products that put us years ahead of any competitor, and the company is very well organized. There are robust processes and training to help inexperienced reps learn the product and sell successfully if they stick to the process.","Due to the robust processes and and the good organization within the company, there is some natural micro-managing that occurs. This is good for newer reps without much selling experience, but can be a little over the top for those more established.","Keep reaching for the stars, but be careful not to bite off more than you can chew just to please the market."
ZoomInfo,ZI, WA,Vancouver,"March 17, 2021",,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Commissions Analyst ,"Recommends, Positive Outlook, No opinion of CEO",full time,,less than a year,,,,,,- interested in personal development  - plenty of learning opportunities  - hands on approach,None currently as I write this,None
ZoomInfo,ZI, WA,Vancouver,"March 18, 2021",,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,Current,,,, Product Marketing ,Recommends,full time,,,,,,,,A lot of great opportunities here to grow and excel in your position,There are none for me now,None
ZoomInfo,ZI, WA,Vancouver,"February 18, 2021",,(4),5.0,3.0,5.0,3.0,5.0,4.0,5.0,,Current,,,, Account Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Great leadership, product, co-workers, and growth opportunities",Can be a bit stressful with company expectations,"Keep up the good work, you have and continue to lead this company in the right direction"
ZoomInfo,ZI, WA,Vancouver,"March 18, 2021",,,5.0,,,,,,,,Current,,,, Sales Development Representative ,NULL,full time,,,,,,,,"Fast-paced, Fun, Competitive, Good management","Busy, Constantly changing, Fast paced",None
ZoomInfo,ZI, WA,Vancouver,"March 10, 2021",Covid_19,Helpful,2.0,1.0,1.0,5.0,2.0,3.0,2.0,Former,,,,, Strategic Sales Development Representative,"Doesn't Recommend, Neutral Outlook",full time,,,More than a year,,,,,Not many to note but here’s what I’ve come up with: •Unlimited PTO  •Good Benefits Package  •Tech Stack,"•Team Managers are essentially puppets to upper management and are in place to make sure teams hit their KPIs and complete quarterly projects. •A lot of false promises in regards to promotions and raises  •Value external reps more than their internals when it comes to promotions  •Content marketing sends out is archaic and a “spray and pray” type of motion •The “growth” promised upon hiring is virtually nonexistent unless your a 200% to quota type of employee (consistently as well I might add). •Some Senior management in sales can be condescending so be mindful when moving up onto outbound. •Culture changed drastically since going public, the family type culture was replaced with corporate America type very quickly. •Company LOVES to promote a culture of needing to work 50-60 hour weeks to get anywhere in your career. COVID-19 played a large part in this since we went remote but it’s gotten worse month over month. I understand hard work and needing to put in the effort but being a hamster on a wheel was not what I signed up for.  •The art of being human in sales has been lost, ZoomInfo forces you to “drink the kool-aid” and don’t fight back even when your KPI’s are often increased each month •Sales is the most important division of this company, if you don’t work in sales you won’t get the supper you’re seeking.","CEO Henry Schuck loves to use this analogy of not being the Pittsburgh Pirates who are perpetual losers and don’t do a lot to contend year over year. Instead, he will compare us to the Boston Red Sox who have won the World Series twice in the last decade.... the problem with this analogy is ZoomInfo has turned into the 2021 Red Sox, a team that will cut cost and trade players to get under the luxury tax. The same can be said about ZoomInfo, invest back in your employees and make them feel appreciated and compensated for their work instead of driving people away and wanting to play for a different team as what happened to me. This company could be a great one to work for if it changed it culture back to one that made every department feel valued and compensated."
ZoomInfo,ZI, WA,Vancouver,"January 28, 2021",,(22),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Current,,,, Marketing Manager ,Doesn't Recommend,full time,,,More than a year,,,,,"Exciting Product, Ambitious CEO, Option to choose between a Mac and PC","Ever dreamt of toxic managers who are on your case 24x7? Want to work around the clock and still be belittled? Eager to work on 15-16 hour days on average?  Look no further. ZoomInfo, the modern day slave shop is here to save the day.  With disrespectful management that is looking to score points with their bosses at the expense of making you work nonstop, the Marketing and GTM teams at ZoomInfo are bringing back slavery back to corporate America that Lincoln and MLK raised their voice against. The team has undergone several layoffs without a solid reason (racism, favoritism is rampant) and management has later covered up to avoid the team morale to fall. However, most of my colleagues are actively looking for new jobs to escape the horrendous work culture.   Do yourself a favor and don't even bother entertaining this company. It will be the biggest mistake of your career.   Note: This is an honest account of my time at ZoomInfo. My review may or may not attract HR attention, but if it does, please ignore. Truth hurts. Really.",None
ZoomInfo,ZI, WA,Vancouver,"March 17, 2021",,,5.0,4.0,5.0,3.0,4.0,3.0,4.0,,Current,,,, Business Intelligence Analyst,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,Managers are great! Work is Challenging,Benefit offerings could be improved - specifically medical providers,None
ZoomInfo,ZI, WA,Vancouver,"November 15, 2020",,(1),5.0,4.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Senior Vice President Strategy,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,"ZoomInfo is an exciting place to work. It's a fast-paced, agile, and innovative environment where everyone feels are apart of building something important and everyone works day-in and day-out to achieve new ""possibles."" I've never been apart of a team that has so much pride for the effort they put in and the results they produce consistently and repeatedly again and again. And the best part is, there's no single person that lays claim to any big part of it. It's a team effort across the board. Everyone is firing on all cylinders and it propels us forward at great speed.","To me, the biggest con is that the work environment and the nature of the work are so addicting and demanding that if you aren't careful you can let other aspects of your life get off-balance. But, that can be true of any exciting and purposeful work and to ZoomInfo's credit they listen and adjust course when employees speak up.",ZoomInfo has thrived for so long because of a culture that attracts and rewards those who strive for excellence. Don't ever get comfortable with the status quo.
ZoomInfo,ZI, WA,Vancouver,"March 9, 2021",,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Former,,,,, Sales Development Representative (SDR),"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Amazing processes and if they don't work they change them,"Hard work, Lots of calls",None
ZoomInfo,ZI, WA,Vancouver,"February 9, 2021",,(4),5.0,4.0,5.0,5.0,4.0,5.0,5.0,,Current,,,, Customer Service Manager (CSM),"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Great management Fast growing team Lots of opportunity,"Very few As the company grows, more overarching management and tasks, but cant complain.",Keep supporting your staff! We are very happy and it is an exciting place to be.
ZoomInfo,ZI, WA,Vancouver,"January 27, 2021",,(22),2.0,1.0,4.0,4.0,2.0,2.0,2.0,,Current,,,, Software Engineer,"Doesn't Recommend, Positive Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,Managers are good and knowledgeable  If there is something interesting you want to work on managers try to give those tasks to you. However this is also something that’s about to change soon Chance to work on new good technologies,"Below average salary Upper management does not care about the employees all they want is their work to be done no matter how you do it People in engineering are working 10+ hours daily in USA sometimes including weekends, Israel team is doing worse than that The work life balance is non existent Note: please don’t fall for the pretty Glassdoor reviews they were added as a drive by the company to get the ratings up check out blind for reality",Stop treating employees as slaves or at least pay them accordingly
ZoomInfo,ZI, WA,Vancouver,"February 5, 2021",,(2),5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,This company is an all-around great place to work. Great benefits package. Amazing coworkers. Very fast-paced. Management isn't afraid to get down in the weeds and work along side individual contributors.,Working from home means I have to buy my own coffee.,Keep it up.
ZoomInfo,ZI, WA,Vancouver,"March 2, 2021",,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,Current,,,, Account Executive,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Great product to sell, amazing leadership, wonderful people",not much to say to be honest,keep being awesome
