Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
WSP,WSH, Canada,Montreal,"March 10, 2021",,,2.0,5.0,2.0,4.0,3.0,1.0,1.0,Former,,,Contractor,, IP Temp,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,less than a year,,,,,,"The best aspects of working here were the flexible hours and the office amenities. As someone who decidedly falls outside of the ""morning person"" category, I very much appreciated the ability to schedule my mandated 40 hours a week in any way I chose within office hours (6am to 10pm if I remember correctly) to a maximum of 10 hours a day. My location in Aurora, Colorado was somewhat secure, with employee badges used for entry at one of two entry points. Free coffee and tea, with the occasional pizza party or similar food-centric encouragement mechanism. There is large break room for the building, with 2 large fridge/freezer combos for use by employees as well as vending machines for snacks and beverages, 6 microwaves, a TV, and a variety of comfortable seating options. There is a small fitness center available to employees with two bathrooms, each with their own shower. You can claim a locker if needed. Water fountains were fitted with the extension that quickly fills water bottles. You are free to use approved mp3 players and headphones in accordance with certain regulatory guidelines (typically a device that lacks any sort of receiving or recording capability will be approved). There is a generous training period of about a month. The human resources department seemed to genuinely care about the well-being of employees and were very helpful. Employees could use the e-470 toll road and receive rebates to offset the tolls. Openings in other positions within the company were always emailed to all employees, so advancement or lateral moves are available occasionally.","The biggest issue I have is with the company policy of hiring temporary workers and keeping them on temporary status permanently. I was hired on a 3 month contract, and at the end of my contract, my direct supervisor spent all of 2 minutes to tell me to keep coming to work. This was in line with the usual supervisor interactions being short and stinted with no room for discussion. I thought I was being moved to full-time employment, but I was never afforded the benefits and compensation thereof. This means no health insurance, no 401k, no PTO, no vacation days, no health insurance, and so on. Temporary workers do accrue TTO, though its accrual is at a much slower pace than full-time employees' PTO accrual. However, this TTO must be used to cover any absence, so a single sick day can wipe out a month or more of TTO accrual. Time on the clock is heavily metered. You are allotted 5 minutes of paid break time within an hour of work, and an unpaid lunch of a minimum 30 minute duration you can place at any point in the day, so long as you don't work more than 5.5 hours consecutively. In addition, any activity that has you leave your computer was to be preceded by you clocking out on break and locking your computer, meaning that precious break time was often chipped away by office errands, bathroom breaks, and trips to the water fountain or coffee machine, with no real chance to disconnect and refresh, resulting in every day being more of a slog than any other job I've had. The rebate for the toll road usage is incredibly micro managed to the point where the company will tell you exactly where you can enter and exit the toll road while still qualifying for the rebate. There is also the oddity that you have to first pay the regular toll rate, and file a separate claim for the rebate each separate month.",None
WSP,WSH, Canada,Montreal,"March 15, 2021",,,4.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,More than 8 years,,"Room for growth, plenty of job oppotunities","Large company (sometimes feel like a number), benefits not great",None
WSP,WSH, Canada,Montreal,"March 31, 2021",,,3.0,,,,,,,,Current,,,, Civil Engineer,NULL,full time,,,,More than 3 years,,,,opportunity to learn. great colleagues.,no room to grow. top heavy,None
WSP,WSH, Canada,Montreal,"March 9, 2021",,,4.0,2.0,4.0,4.0,3.0,2.0,3.0,,Current,,,, Structural Engineer,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,"Great place to start a career, a lot of excellent engineers to work with",work life balance is bad,None
WSP,WSH, Canada,Montreal,"March 21, 2021",,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Former,,Intern,,, Intern ,"Doesn't Recommend, Positive Outlook, Approves of CEO",,,less than a year,,,,,,"Solid Pay, and flexible hours. They try to get you to learn as much as possible.","They kind of just hand you a project, jam you in a room and then your left to figure it out.",More guidance and mentorship would have helped
WSP,WSH, Canada,Montreal,"March 11, 2021",,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Mechanical Engineer ,Recommends,full time,,,,,,,,"Great people, great work environment","Lot of work, overtime is often necessary",None
WSP,WSH, Canada,Montreal,"March 8, 2021",,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,Current,,,, Billing Coordinator,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,,"Let you work from Home, Do not micromanage employees",They are moving finance to India,None
WSP,WSH, Canada,Montreal,"March 22, 2021",,(2),3.0,3.0,1.0,3.0,2.0,2.0,2.0,,Current,,,, Staff Geologist ,"Doesn't Recommend, Negative Outlook",full time,,,,,More than 5 years,,,"Flexible job schedule, possible overtime pay","No culture, bad benefits, poor raises, bonuses are non-existent except for upper level management, only focus is on utilization, you are just a number at WSP.",Better benefits
WSP,WSH, Canada,Montreal,"March 29, 2021",,,3.0,,,,,,,,Current,,,, Project Assistant ,NULL,full time,,,,,,,,Good benefits for the employees,Expensive insurance plans for employees,None
WSP,WSH, Canada,Montreal,"February 16, 2021",,,3.0,1.0,3.0,3.0,2.0,3.0,2.0,Former,,,,, Geologist,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,I worked on a wide variety of projects across the USA in the 2-3 years that I worked for WSP.   Project managers generally do a great job of supporting younger staff and set an excellent example of how to produce quality work.,Travel is constant. I typically traveled 30 to 35 weeks a year.   The environmental group is overly reliant on one long term customer. This has led to complacency in that group and most of the senior staff are completely incapable of business development.  Health insurance is expensive and 301K match is somewhat weak.,Pay performance bonuses to junior staff. 
WSP,WSH, Canada,Montreal,"March 8, 2021",,,4.0,,,,,,,Former,,,,, Consultant,NULL,full time,,,,,,,,"great teams, large reach, deep expertise","too large, complicated structures without clarity",None
WSP,WSH, Canada,Montreal,"December 19, 2020",Covid_19,Helpful,1.0,3.0,1.0,1.0,1.0,3.0,1.0,Former,,,,, Administrative,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,More than 10 years,Some really good people work(ed) there; Working remotely during pandemic was implemented smoothly; Flexibility in work hours; Business casual dress code.,"Very top-heavy management, with many not qualified for the responsibilities that accompany position; Sr. management filled with people who are only interested in how far they can climb and promote ""yes men"". Bonuses and other perks only for management and above positions; Company is solely focused on money, with no regard to employees - Corporate is penny wise and pound foolish; Corporate has no clue how to effectively run certain divisions - they try to mold them into their core business, which doesn't work. Employees are stretched thin due to layoffs of non-billable staff, constant ""restructuring"", and are extremely stressed and demoralized. Being billable is the only thing that senior management and corporate are concerned about.","Corporate - Actually visit every division and find out what they do and how things actually work. Stop restructuring every time the wind blows. Make an attempt to value your employees - even those who work to make the business function but are not always billable. Vet your picks for senior level management more thoroughly. You are bleeding out on the talent front because of your out of touch antics , push to make bigger profits, and lack of caring for the very employees that make your business successful."
WSP,WSH, Canada,Montreal,"March 29, 2021",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Current,,,, Engineer ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,None that I have ever experienced,Every moment I have worked for them,Fire everyone in management and replace them
WSP,WSH, Canada,Montreal,"February 28, 2021",,,4.0,2.0,5.0,5.0,5.0,3.0,4.0,,Current,,,, Assistant Civil Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Lots of growth opportunities with in the company,Benefits aren’t that great but company is working on it,None
WSP,WSH, Canada,Montreal,"February 25, 2021",,,4.0,3.0,4.0,4.0,4.0,2.0,3.0,,Current,,,, Structural Engineer I,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,"colleagues are nice and open to share, accessible to various projects",benefits are decreasing maybe due to the expansion of the company,None
WSP,WSH, Canada,Montreal,"February 23, 2021",,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Former,,,,, N/A,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,Solid pay Very invested in their employees Create a culture of learning Very detail oriented so as to produce quality designs and products for consumers.,IT Department is slow and not always helpful.,None
WSP,WSH, Canada,Montreal,"February 24, 2021",,(2),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Current,,,, Accountant ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,Flex time - but I can't use it bcuz of workload.,Do not believe the 5 star reviews. Big company with no real management. Constant chaos and change in procedure. Forced to put in extra hours at no pay just to keep up. Outdated ERP is painful to work in and promise to upgrade is pushed out each year. Medical benefits started off 3 times what I contributed at last company. Superficial industry growth thru acquisitions and wiping out competition. You are treated like a number not a person.,Stop forcing out small projects under the guise of new PE&D policy. Smaller business lines are carrying the weight of others.
WSP,WSH, Canada,Montreal,"March 10, 2021",,(2),3.0,4.0,5.0,4.0,3.0,2.0,,,Current,,,, Structural Engineer ,"Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Accommodate flexible work schedules, nice culture",IT is garbage (outsourced). If I ever snap and decide to quit out of the blue it will be from dealing with IT. Benefits are sub par.,None
WSP,WSH, Canada,Montreal,"February 22, 2021",,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Current,,,, Director,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,Great people and challenging projects,none; it is a wonderful company,None
WSP,WSH, Canada,Montreal,"February 1, 2021",,,4.0,,,,,,,Former,,Intern,,, Civil Engineering,None,,,,,,,,,"Experienced coworkers, who are helpful and knowledgeable","Getting work in a steady pipeline can be difficult, feels like you are competing with your coworkers to have work to do; This is a problem since you need to be able to bill your hours to jobs",None
WSP,WSH, Canada,Montreal,"March 17, 2021",,(1),3.0,3.0,3.0,3.0,3.0,2.0,3.0,,Current,,,, Engineer II,NULL,full time,,,,,,More than 8 years,,interesting projects and good people,almost too big for real collaboration,None
WSP,WSH, Canada,Montreal,"February 1, 2021",,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,Former,,,,, Anonymous Employee,"Recommends, Positive Outlook",full time,,,More than a year,,,,,Active and open for opportunity and growth,Much active organization with frequent change and expansion makes instable of employment and damage to feeling of belonging.,Growth has a pain in other hands. Consider that such change make employee feel unstable.
WSP,WSH, Canada,Montreal,"January 22, 2021",,,4.0,3.0,4.0,5.0,4.0,2.0,3.0,,Current,,,, Engineer I,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Diversity of people you’ll meet, many interesting characters.",The benefits could use some work.,"Benefits are not enticing to younger workers, which feeds into poor retention. It could be perceived that benefits greatly favor those higher on pay scale slash professional scale. PTO and vesting scheme stand out most as to what can vastly improve."
WSP,WSH, Canada,Montreal,"March 1, 2021",,,2.0,2.0,1.0,,2.0,2.0,1.0,Former,,,Contractor,, IT Specialist,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,More than a year,,,,,Downtown location is historic building.,WSP is the cheapest company you can imagine working for.,"Allow employees to have fun and bring back the candy dishes, ping pong tables and a let them make decisions instead of having to get everything approved thru the NYC office."
WSP,WSH, Canada,Montreal,"February 16, 2021",Covid_19,,5.0,,,,,,,Former,,Intern,,, Mechanical Engineering Intern,None,,,less than a year,,,,,,Awesome people and coworkers. Great experience.,The experience was during COVID.,None
WSP,WSH, Canada,Montreal,"December 18, 2020",,,4.0,4.0,4.0,4.0,5.0,4.0,2.0,,Current,,,, Transportation Planner,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,"WSP USA is a large firm with a really wide range of projects in every aspect of infrastructure development, from planning and finance to design and permitting. This provides staff with an exciting mix of project opportunities that great for younger staff gaining experience. As a young staff member, you have endless opportunities to pursue your interests. You also have tremendous flexibility to work in other cities and countries, as WSP has locations throughout the world.",PTO and health benefits for younger staff are not as good as in comparable companies.,None
WSP,WSH, Canada,Montreal,"September 17, 2020",Covid_19,Helpful,5.0,5.0,5.0,,5.0,4.0,5.0,,Current,,,, Finance ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,"Since the new CEO has taken the reigns of this company, it has done a complete 180. I have been working here for years, back when it was Parsons Brinckerhoff and although my situation has been a good one, I see why others had issues. There was a lot of things done behind the scenes and decisions that were made based on bottom line and not employee based. I feel that this company has now come into the 21st century with a leadership team that has worked together to be transparent, diverse and have the best communication with the employees. They listened to feedback and made changes based on that. Their handling of the COVID situation has been second to none. I could never be happier than I am now working for this company. I look forward to many more years to come.","Since the new regime, I have NOTHING bad to say.",Keep doing what you are doing. You are all a breathe of fresh air and I am super lucky to have been here to see it.
WSP,WSH, Canada,Montreal,"February 11, 2021",,,4.0,3.0,5.0,5.0,2.0,4.0,4.0,Former,,,,, Talent Management,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Strong culture, no micromanaging from above.",Little advancement available unless you have advanced degrees,None
WSP,WSH, Canada,Montreal,"February 11, 2021",,,4.0,4.0,4.0,3.0,5.0,4.0,,,Current,,,, Associate Consultant ,NULL,full time,,,,,,,,"Great workplace culture, fulfilling work",could have better benefits/separate sick days,None
WSP,WSH, Canada,Montreal,"March 23, 2021",,,1.0,,,,,,,,Current,,,, Civil Engineer,NULL,full time,,,,,,,,amazing projects and great team,pay rates not in line with market,None
WSP,WSH, Canada,Montreal,"January 25, 2021",,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,Former,,,Contractor,, Construction Inspector,"Recommends, Neutral Outlook",,,,,,,,,"If you are a go getter,,, its the place to be.","Seems like disaster has to be in your area, depending on size.",We are constantly taking test to be ready to deploy. NO DEPLOYMENT
WSP,WSH, Canada,Montreal,"January 18, 2021",,,5.0,,,,,,,Former,,Intern,,, Civil Engineering Intern ,Recommends,,,,,,,,,"- Got to work on a variety of projects (transportation, structures, water resources...) - International focus - Friendly employees - Intern seem to all get return offers - Fridays were generally pretty empty - Good company to have on your resume",- None I can think of,None
WSP,WSH, Canada,Montreal,"February 3, 2021",,,5.0,5.0,5.0,5.0,3.0,3.0,4.0,,Current,,,, Project Accountant I ,NULL,full time,,,More than a year,,,,,Amazing coworkers and super helpful. No corporate toxicity,Can be overwhelming with project loads.,More opportunities to advance in career
WSP,WSH, Canada,Montreal,"February 4, 2021",,,4.0,4.0,5.0,5.0,3.0,3.0,3.0,Former,,,,, Traffic Engineer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"great people, younger demographic in cities.",hard to progress without a champion,N/A
WSP,WSH, Canada,Montreal,"December 24, 2020",,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,Former,,,,, Consultant ,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,,,More than 10 years,Friendly workplace. Interesting projects. Training and career development. Good work-life balance.,"Below-par benefits. Inconsistent staff evaluation process. Lots of outside hiring for top dollar, which stifles growth and satisfaction of existing staff.",Making sure every staff is evaluated equally and held to the same standards. Getting rid of the matrix system and incentivizing more cross-business line collaboration and staff utilization. Reducing business development goals - they're not realistic unless we find a cure to cancer.
WSP,WSH, Canada,Montreal,"February 24, 2021",,(1),1.0,1.0,1.0,3.0,1.0,1.0,1.0,Former,,,,, Engineer I,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,None other than talented engineers still left from the PB days.,Corrupt policies at upper management and HR department. Uneducated HR that lacks expertise and knowledge to deal with issues properly. Long hours with no overtime. No opportunity for growth. Salary increase is rare to nonexistent.,Please care for junior engineers and ensure to hire HR people that are knowledgeable in their field.
WSP,WSH, Canada,Montreal,"February 2, 2021",,,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,Current,,,, Environmental Consultant,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,,"Opportunity at project offices, benefits are improving.",Low compensation for mid-level career,None
WSP,WSH, Canada,Montreal,"February 1, 2021",,,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,Current,,,, Consultant,NULL,full time,,,,,,,,"Flexible hours, great projects overall",Average benefits. Sometimes job prospectives can be vague,None
WSP,WSH, Canada,Montreal,"February 11, 2021",,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,,Current,,,, Supervising Engineer,"Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Good benefits, Salary and ability to move within the company",Push for growth lead by non-engineering professionals is putting unreasonable strain on engineering staff that make the firm financially viable.,Invest in engineers with MBAs rather than non-engineers for a better understanding of the business rather than just the numbers.
WSP,WSH, Canada,Montreal,"January 31, 2021",,,4.0,,,,,,,Former,,,,, Civil Engineer Intern ,NULL,,part time,,,,,,,Work share opportunities are vast due to size,I’ve got no cons to speak of,None
WSP,WSH, Canada,Montreal,"January 29, 2021",,,4.0,,,,,,,Former,,,,, Lead Engineer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,"diverse project portfolio, large corp environment",going through changes and uncertainty from many acquisitions,None
WSP,WSH, Canada,Montreal,"March 5, 2021",,,3.0,,,,,,,,Current,,,, Civil Engineer ,NULL,full time,,,,,,,,Great people and work environment.,Hard to see clear career path.,None
WSP,WSH, Canada,Montreal,"January 29, 2021",,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Former,,Intern,,, Engineering Intern,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,"good events, nice office, good people",many employees not excited about work,None
WSP,WSH, Canada,Montreal,"February 18, 2021",,(1),3.0,2.0,2.0,3.0,2.0,2.0,1.0,Former,,,,, Senior Vice President ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,More than 10 years,Opportunity to work on large and challenging projects,Leadership is lacking. Sr. management is totally disengaged and over the past 24 months has created chaos and total anxiety for staff. Their communication is non existant.,Resign
WSP,WSH, Canada,Montreal,"January 30, 2021",,,4.0,,,,,,,,Current,,,, Project Manager,NULL,full time,,,,,,,,Great people  Challenging work Good work/life balance,Doesn't have the best training program,None
WSP,WSH, Canada,Montreal,"January 30, 2021",,,4.0,4.0,5.0,5.0,5.0,4.0,5.0,,Current,,,, Consulting Senior Consultant,"Recommends, Positive Outlook",,part time,,,,,,,Good work environment great people,Workload issues because of quick growth,None
WSP,WSH, Canada,Montreal,"December 31, 2020",,,4.0,5.0,5.0,5.0,3.0,4.0,5.0,,Current,,,, Structural Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"- Willing to teach and explain any questions one may have - Flexible work schedule, very understanding of work / life balance - Yearly raises - Diverse workload","- Such a big company, sometimes get lost amongst others - Limited advancement since people stay with the company for so long.",None
WSP,WSH, Canada,Montreal,"January 13, 2021",,,4.0,,,,,,,,Current,,,, ENGINEER,None,full time,,,,More than 3 years,,,,Very interesting project to work and colleagues try their level best to get whatever one wants to pursue,"Not great benefits for 401k, health insurance",None
WSP,WSH, Canada,Montreal,"February 25, 2021",,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,,Current,,,, Architect,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Flexible work hours, decent pay",Linear path to promotion. Staff isn't given much mentorship,None
WSP,WSH, Canada,Montreal,"January 20, 2021",,,5.0,,,,,,,,Current,,,, Associate Consultant,NULL,full time,,,,,,,,Exposure to a variety of work.,It can be long hours.,None
WSP,WSH, Canada,Montreal,"January 11, 2021",,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,Former,,,,, Anonymous Employee ,NULL,full time,,,,,,,,"There are interesting projects out there, and good people in the team to learn from.",Salary not so great for the location.,None
WSP,WSH, Canada,Montreal,"January 20, 2021",,,4.0,2.0,3.0,3.0,3.0,2.0,4.0,,Current,,,, Associate Consultant,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Great for development in career,No major thing to complain about.,None
WSP,WSH, Canada,Montreal,"January 10, 2021",,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,Former,,Intern,,, Transportation Engineering Intern,"Recommends, Positive Outlook, No opinion of CEO",,,less than a year,,,,,,"- Great team members - Good mentorship, even remote - Fun, advanced technology projects",- Not much interaction with coworkers outside our group,None
WSP,WSH, Canada,Montreal,"January 14, 2021",,,4.0,2.0,5.0,5.0,5.0,3.0,4.0,,Current,,,, Civil Engineer ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,Friendly environment and very helpful senior managers,"Load of work is a lot, you will have to work many weekends",None
WSP,WSH, Canada,Montreal,"February 10, 2021",,(1),1.0,1.0,1.0,1.0,1.0,1.0,1.0,Former,,,,, Scientist ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,,Office had a very flexible schedule,Overlook qualified internal candidates for opportunities based on gender and race.  Overtly racist managers  No training PM's offload poor time management onto junior staff Will wreck your mental health,There is a real problem with the internal practices of this company. Bias training that simply checks a box isn't enough. An extremely harmful place to work if you're not a white male.
WSP,WSH, Canada,Montreal,"December 28, 2020",,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,Former,,,,, Data Analyst,"Recommends, Approves of CEO",full time,,less than a year,,,,,,"National leadership is really solid. The regional leadership trusts its employees, believes in them, and will help you get to where you want to be.",The civil engineering and construction field is fairly slow moving,None
WSP,WSH, Canada,Montreal,"January 12, 2021",,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,Current,,,, Senior Lead Consultant,NULL,full time,,,,,,,,"Worldwide resources, opportunities, and room for growth.",A mega firm with the standard corporate frustrations.,None
WSP,WSH, Canada,Montreal,"January 6, 2021",,,4.0,4.0,3.0,1.0,1.0,4.0,4.0,,Current,,,, Real Estate Development Manager,"Recommends, Neutral Outlook",full time,,,,,,,,The company is very small allowing flexibility.,"Because the firm is so small, work is often done alone and there is limited collaboration",None
WSP,WSH, Canada,Montreal,"January 11, 2021",,,4.0,5.0,3.0,5.0,4.0,5.0,3.0,,Current,,,, Project Controls Specialist,NULL,full time,,,More than a year,,,,,Great pay. Ways to advance.,Older demographic. Company feels split between precious firms company bought.,None
WSP,WSH, Canada,Montreal,"January 11, 2021",,,4.0,,,,,,,,Current,,,, Associate Consultant,NULL,full time,,,,,,,,Lots of projects to work on,Very large organization to be in,None
WSP,WSH, Canada,Montreal,"January 2, 2021",,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,,Current,,,, Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Flexible working hours, management is good, live to be part of this conpany",Till now I didn’t come across one,None
WSP,WSH, Canada,Montreal,"December 28, 2020",,,4.0,,,,,,,,Current,,,, Civil Engineer,NULL,full time,,,,,,,,Large firm that actively pursues design-build projects,"Financial handlings by management is a trickle-down philosophy, instead should be focused on design which the company uses to advertise itself",None
